imei_code,route_code,passed_at,next_busstop,status
35,17202,2016-05-09 05:30:53,2046,1
38,76000,2016-05-09 06:41:27,2046,1
114,88002,2016-05-09 06:55:12,2046,1
36,66020,2016-05-09 07:03:51,2046,1
38,2,2016-05-09 07:08:16,2046,1
32,66021,2016-05-09 07:10:55,2046,1
32,66021,2016-05-09 07:13:04,1229,1
36,66020,2016-05-09 07:14:03,840,1
32,66021,2016-05-09 07:14:50,226,1
36,66020,2016-05-09 07:15:11,839,1
36,66020,2016-05-09 07:16:33,838,1
38,70101,2016-05-09 07:18:28,2046,1
36,66020,2016-05-09 07:18:50,811,1
32,66021,2016-05-09 07:19:48,213,1
36,66020,2016-05-09 07:19:50,810,1
111,66020,2016-05-09 07:20:24,2046,1
109,66020,2016-05-09 07:20:30,2046,1
114,88300,2016-05-09 07:20:37,2046,1
36,66020,2016-05-09 07:20:51,809,1
32,66021,2016-05-09 07:23:29,869,1
36,66020,2016-05-09 07:24:11,808,1
59,17011,2016-05-09 07:24:11,2046,1
111,66020,2016-05-09 07:24:12,840,1
111,66020,2016-05-09 07:25:12,839,1
36,66020,2016-05-09 07:25:35,807,1
111,66020,2016-05-09 07:25:56,838,1
36,66020,2016-05-09 07:27:22,212,1
60,66020,2016-05-09 06:20:40,2046,1
35,17220,2016-05-09 06:26:07,2046,1
60,66020,2016-05-09 06:36:05,840,1
264,17001,2016-05-09 06:36:59,2046,1
115,66020,2016-05-09 06:37:02,2046,1
60,66020,2016-05-09 06:37:05,839,1
60,66020,2016-05-09 06:38:01,838,1
60,66020,2016-05-09 06:42:02,811,1
60,66020,2016-05-09 06:43:05,810,1
60,66020,2016-05-09 06:43:39,809,1
60,66020,2016-05-09 06:46:14,808,1
60,66020,2016-05-09 06:47:28,807,1
115,66020,2016-05-09 06:48:05,840,1
60,66020,2016-05-09 06:48:56,212,1
115,66020,2016-05-09 06:49:01,839,1
115,66020,2016-05-09 06:49:48,838,1
115,66020,2016-05-09 06:53:36,811,1
115,66020,2016-05-09 06:54:43,810,1
115,66020,2016-05-09 06:55:21,809,1
115,66020,2016-05-09 06:58:08,808,1
35,17001,2016-05-09 06:58:50,2046,1
115,66020,2016-05-09 06:59:15,807,1
60,66020,2016-05-09 07:01:17,213,1
115,66020,2016-05-09 07:01:41,212,1
60,66020,2016-05-09 07:02:35,225,1
60,66020,2016-05-09 07:04:51,228,1
60,66020,2016-05-09 07:06:24,229,1
60,66020,2016-05-09 07:09:03,2047,2
41,88200,2016-05-09 07:12:09,2046,1
115,77002,2016-05-09 05:47:10,2046,1
40,2,2016-05-09 05:47:21,2046,1
40,75131,2016-05-09 05:57:54,2046,1
40,75100,2016-05-09 06:12:08,2046,1
34,77002,2016-05-09 06:12:40,2046,1
267,66020,2016-05-09 06:16:08,2046,1
267,66020,2016-05-09 06:20:11,840,1
267,66020,2016-05-09 06:21:06,839,1
267,66020,2016-05-09 06:21:53,838,1
267,66020,2016-05-09 06:25:47,811,1
267,66020,2016-05-09 06:26:51,810,1
267,66020,2016-05-09 06:27:24,809,1
267,66020,2016-05-09 06:30:13,808,1
267,66020,2016-05-09 06:31:20,807,1
267,66020,2016-05-09 06:32:49,212,1
267,66020,2016-05-09 06:43:53,213,1
267,66020,2016-05-09 06:45:13,225,1
267,66020,2016-05-09 06:47:11,228,1
116,77002,2016-05-09 06:47:26,2046,1
267,66020,2016-05-09 06:48:59,229,1
267,66020,2016-05-09 06:50:22,2047,2
40,75101,2016-05-09 06:51:07,2046,1
267,66021,2016-05-09 06:51:28,2046,1
116,77000,2016-05-09 06:53:24,2046,1
267,66021,2016-05-09 07:06:10,1229,1
267,66021,2016-05-09 07:08:05,226,1
267,66021,2016-05-09 07:12:26,213,1
267,66021,2016-05-09 07:15:01,869,1
116,76000,2016-05-09 07:20:06,2046,1
267,66021,2016-05-09 07:27:55,807,1
40,75100,2016-05-09 07:29:19,2046,1
267,66021,2016-05-09 07:29:50,808,1
267,66021,2016-05-09 07:31:45,809,1
267,66021,2016-05-09 07:32:36,810,1
267,66021,2016-05-09 07:35:03,811,1
267,66021,2016-05-09 07:36:44,838,1
267,66021,2016-05-09 07:37:40,839,1
267,66021,2016-05-09 07:41:01,840,1
267,66021,2016-05-09 07:42:10,841,1
267,66021,2016-05-09 07:42:40,2047,2
267,66002,2016-05-09 07:43:14,2046,1
116,70100,2016-05-09 07:44:38,2046,1
267,66020,2016-05-09 07:45:05,2046,1
37,65000,2016-05-09 07:48:25,2046,1
267,66020,2016-05-09 07:50:10,840,1
267,66020,2016-05-09 07:51:11,839,1
267,66020,2016-05-09 07:51:59,838,1
267,66020,2016-05-09 07:54:53,811,1
60,66002,2016-05-09 05:32:28,2046,1
117,17220,2016-05-09 06:57:51,2046,1
117,17220,2016-05-09 06:58:01,2046,1
117,17220,2016-05-09 06:58:10,2046,1
112,66020,2016-05-09 06:58:11,2046,1
117,17220,2016-05-09 06:58:20,2046,1
117,17220,2016-05-09 06:58:29,2046,1
117,17220,2016-05-09 06:58:39,2046,1
117,17220,2016-05-09 06:58:48,2046,1
117,17220,2016-05-09 06:58:58,2046,1
117,17220,2016-05-09 06:59:07,2046,1
112,66020,2016-05-09 07:02:28,840,1
112,66020,2016-05-09 07:03:05,839,1
112,66020,2016-05-09 07:03:48,838,1
34,75100,2016-05-09 07:04:23,2046,1
112,66020,2016-05-09 07:07:12,811,1
112,66020,2016-05-09 07:08:10,810,1
112,66020,2016-05-09 07:09:04,809,1
112,66020,2016-05-09 07:12:14,808,1
112,66020,2016-05-09 07:13:47,807,1
112,66020,2016-05-09 07:15:43,212,1
112,66020,2016-05-09 07:35:47,213,1
117,17001,2016-05-09 07:36:05,2046,1
117,17001,2016-05-09 07:36:15,2046,1
117,17001,2016-05-09 07:36:24,2046,1
117,17001,2016-05-09 07:36:34,2046,1
117,17001,2016-05-09 07:36:43,2046,1
117,17001,2016-05-09 07:36:53,2046,1
117,17001,2016-05-09 07:37:02,2046,1
112,66020,2016-05-09 07:37:09,225,1
117,17001,2016-05-09 07:37:12,2046,1
117,17001,2016-05-09 07:37:21,2046,1
112,66020,2016-05-09 07:39:28,228,1
112,66020,2016-05-09 07:41:11,229,1
112,66020,2016-05-09 07:43:50,2047,2
112,66021,2016-05-09 07:43:55,2046,1
34,75101,2016-05-09 07:45:21,2046,1
112,66021,2016-05-09 07:50:10,1229,1
60,66021,2016-05-09 07:13:21,2046,1
115,66020,2016-05-09 07:15:19,213,1
115,66020,2016-05-09 07:16:45,225,1
115,66020,2016-05-09 07:18:51,228,1
115,66020,2016-05-09 07:20:27,229,1
60,66021,2016-05-09 07:22:06,1229,1
115,66020,2016-05-09 07:23:40,2047,2
60,66021,2016-05-09 07:24:13,226,1
115,77002,2016-05-09 07:24:21,2046,1
60,66021,2016-05-09 07:29:12,213,1
57,78000,2016-05-09 07:30:16,2046,1
264,65002,2016-05-09 07:31:54,2046,1
60,66021,2016-05-09 07:31:56,869,1
115,66021,2016-05-09 07:32:07,2046,1
115,66021,2016-05-09 07:36:07,1229,1
264,17000,2016-05-09 07:36:18,2046,1
115,66021,2016-05-09 07:37:33,226,1
115,66021,2016-05-09 07:42:08,213,1
115,66021,2016-05-09 07:44:05,869,1
60,66021,2016-05-09 07:44:11,807,1
60,66021,2016-05-09 07:46:11,808,1
60,66021,2016-05-09 07:47:12,809,1
57,73000,2016-05-09 07:48:22,2046,1
60,66021,2016-05-09 07:48:35,810,1
60,66021,2016-05-09 07:50:42,811,1
60,66021,2016-05-09 07:52:33,838,1
60,66021,2016-05-09 07:53:52,839,1
115,66021,2016-05-09 07:56:46,807,1
60,66021,2016-05-09 07:56:54,840,1
110,65000,2016-05-09 07:57:35,2046,1
60,66021,2016-05-09 07:58:04,841,1
115,66021,2016-05-09 07:58:06,808,1
60,66021,2016-05-09 07:58:41,2047,2
60,66002,2016-05-09 07:59:27,2046,1
115,66021,2016-05-09 08:00:03,809,1
115,66021,2016-05-09 08:00:46,810,1
60,66020,2016-05-09 08:00:52,2046,1
41,72002,2016-05-09 08:01:23,2046,1
115,66021,2016-05-09 08:03:01,811,1
115,66021,2016-05-09 08:03:58,838,1
115,66021,2016-05-09 08:04:53,839,1
60,66020,2016-05-09 08:06:07,840,1
60,66020,2016-05-09 08:07:03,839,1
115,66021,2016-05-09 08:07:18,840,1
60,66020,2016-05-09 08:07:59,838,1
115,66021,2016-05-09 08:08:15,841,1
115,66021,2016-05-09 08:08:46,2047,2
115,66020,2016-05-09 08:10:48,2046,1
60,66020,2016-05-09 08:10:52,811,1
60,66020,2016-05-09 08:11:56,810,1
41,72040,2016-05-09 08:12:26,2046,1
60,66020,2016-05-09 08:13:01,809,1
57,75170,2016-05-09 08:15:16,2046,1
35,75002,2016-05-09 08:15:33,2046,1
60,66020,2016-05-09 08:16:04,808,1
60,66020,2016-05-09 08:17:17,807,1
115,66020,2016-05-09 08:18:06,840,1
115,66020,2016-05-09 08:19:05,839,1
60,66020,2016-05-09 08:19:40,212,1
115,66020,2016-05-09 08:19:49,838,1
115,66020,2016-05-09 08:22:52,811,1
115,66020,2016-05-09 08:24:12,810,1
115,66020,2016-05-09 08:25:01,809,1
35,75101,2016-05-09 08:27:29,2046,1
115,66020,2016-05-09 08:28:07,808,1
115,66020,2016-05-09 08:29:10,807,1
264,17001,2016-05-09 08:29:29,2046,1
115,66020,2016-05-09 08:30:23,212,1
41,72030,2016-05-09 08:46:34,2046,1
60,66020,2016-05-09 08:48:50,213,1
60,66020,2016-05-09 08:51:32,225,1
110,65001,2016-05-09 08:51:56,2046,1
110,65001,2016-05-09 08:52:00,2046,1
60,66020,2016-05-09 08:54:17,228,1
42,73002,2016-05-09 08:56:25,2046,1
60,66020,2016-05-09 08:57:03,229,1
115,66020,2016-05-09 08:57:25,213,1
115,66020,2016-05-09 08:59:27,225,1
60,66020,2016-05-09 08:59:38,2047,2
60,125002,2016-05-09 09:00:26,2046,1
115,66020,2016-05-09 09:02:57,228,1
111,66020,2016-05-09 07:29:26,811,1
111,66020,2016-05-09 07:30:25,810,1
110,5002,2016-05-09 07:31:02,2046,1
111,66020,2016-05-09 07:31:23,809,1
38,74110,2016-05-09 07:33:20,2046,1
111,66020,2016-05-09 07:34:35,808,1
111,66020,2016-05-09 07:35:36,807,1
32,66021,2016-05-09 07:36:23,807,1
111,66020,2016-05-09 07:37:26,212,1
32,66021,2016-05-09 07:37:45,808,1
32,66021,2016-05-09 07:39:02,809,1
109,66020,2016-05-09 07:39:24,840,1
109,66020,2016-05-09 07:39:30,839,1
109,66020,2016-05-09 07:40:03,838,1
32,66021,2016-05-09 07:40:36,810,1
32,66021,2016-05-09 07:42:46,811,1
109,66020,2016-05-09 07:43:05,811,1
32,66021,2016-05-09 07:43:39,838,1
109,66020,2016-05-09 07:44:22,810,1
32,66021,2016-05-09 07:44:48,839,1
109,66020,2016-05-09 07:45:13,809,1
32,66021,2016-05-09 07:46:39,840,1
114,88200,2016-05-09 07:47:34,2046,1
32,66021,2016-05-09 07:47:55,841,1
109,66020,2016-05-09 07:48:08,808,1
32,66021,2016-05-09 07:48:26,2047,2
36,66020,2016-05-09 07:49:34,213,1
109,66020,2016-05-09 07:50:07,807,1
32,66020,2016-05-09 07:50:50,2046,1
36,66020,2016-05-09 07:51:11,225,1
109,66020,2016-05-09 07:52:09,212,1
36,66020,2016-05-09 07:55:50,228,1
36,66020,2016-05-09 07:57:27,229,1
32,66020,2016-05-09 07:58:04,840,1
32,66020,2016-05-09 07:59:22,839,1
36,66020,2016-05-09 07:59:43,2047,2
32,66020,2016-05-09 08:00:08,838,1
36,66021,2016-05-09 08:00:36,2046,1
33,65002,2016-05-09 08:02:11,2046,1
32,66020,2016-05-09 08:02:46,811,1
111,66020,2016-05-09 08:03:43,213,1
32,66020,2016-05-09 08:03:46,810,1
36,66021,2016-05-09 08:04:23,1229,1
32,66020,2016-05-09 08:04:46,809,1
111,66020,2016-05-09 08:05:17,225,1
36,66021,2016-05-09 08:06:06,226,1
32,66020,2016-05-09 08:08:06,808,1
111,66020,2016-05-09 08:09:29,228,1
32,66020,2016-05-09 08:09:48,807,1
38,74111,2016-05-09 08:09:50,2046,1
36,66021,2016-05-09 08:10:24,213,1
32,66020,2016-05-09 08:11:32,212,1
111,66020,2016-05-09 08:12:02,229,1
36,66021,2016-05-09 08:12:32,869,1
111,66020,2016-05-09 08:14:23,2047,2
111,66002,2016-05-09 08:14:49,2046,1
109,66020,2016-05-09 08:17:35,213,1
109,66020,2016-05-09 08:19:26,225,1
33,65000,2016-05-09 08:20:50,2046,1
111,66021,2016-05-09 08:20:54,2046,1
109,66020,2016-05-09 08:23:27,228,1
111,66021,2016-05-09 08:24:11,1229,1
36,66021,2016-05-09 08:25:09,807,1
109,66020,2016-05-09 08:25:53,229,1
111,66021,2016-05-09 08:25:59,226,1
36,66021,2016-05-09 08:26:13,808,1
36,66021,2016-05-09 08:28:00,809,1
109,66020,2016-05-09 08:28:08,2047,2
109,66021,2016-05-09 08:28:22,2046,1
36,66021,2016-05-09 08:29:20,810,1
111,66021,2016-05-09 08:30:10,213,1
36,66021,2016-05-09 08:31:10,811,1
59,17000,2016-05-09 08:31:20,2046,1
111,66021,2016-05-09 08:32:11,869,1
36,66021,2016-05-09 08:32:26,838,1
36,66021,2016-05-09 08:33:24,839,1
109,66021,2016-05-09 08:34:08,1229,1
36,66021,2016-05-09 08:35:31,840,1
109,66021,2016-05-09 08:36:19,226,1
109,66021,2016-05-09 08:36:19,226,1
36,66021,2016-05-09 08:36:57,841,1
112,66021,2016-05-09 07:51:08,226,1
112,66021,2016-05-09 07:52:26,213,1
112,66021,2016-05-09 07:56:31,869,1
112,66021,2016-05-09 07:58:34,807,1
112,66021,2016-05-09 07:58:43,869,1
112,66021,2016-05-09 08:11:05,807,1
112,66021,2016-05-09 08:13:09,808,1
112,66021,2016-05-09 08:15:06,809,1
113,65000,2016-05-09 08:15:33,2046,1
112,66021,2016-05-09 08:17:00,810,1
112,66021,2016-05-09 08:19:10,811,1
112,66021,2016-05-09 08:20:03,838,1
112,66021,2016-05-09 08:21:18,839,1
112,66021,2016-05-09 08:23:39,840,1
34,75100,2016-05-09 08:24:37,2046,1
112,66021,2016-05-09 08:25:00,841,1
112,66021,2016-05-09 08:25:26,2047,2
112,66020,2016-05-09 08:28:18,2046,1
112,66020,2016-05-09 08:33:09,840,1
112,66020,2016-05-09 08:35:15,839,1
112,66020,2016-05-09 08:35:33,838,1
112,66020,2016-05-09 08:39:13,811,1
112,66020,2016-05-09 08:40:53,810,1
112,66020,2016-05-09 08:41:17,809,1
112,66020,2016-05-09 08:44:34,808,1
112,66020,2016-05-09 08:45:34,807,1
112,66020,2016-05-09 08:46:46,212,1
117,66002,2016-05-09 08:48:34,2046,1
117,66002,2016-05-09 08:48:44,2046,1
117,66002,2016-05-09 08:48:53,2046,1
117,66002,2016-05-09 08:49:03,2046,1
117,66002,2016-05-09 08:49:12,2046,1
117,66002,2016-05-09 08:49:22,2046,1
117,66002,2016-05-09 08:49:31,2046,1
117,66002,2016-05-09 08:49:41,2046,1
117,66002,2016-05-09 08:49:50,2046,1
113,65002,2016-05-09 09:00:48,2046,1
34,72030,2016-05-09 09:05:20,2046,1
112,66020,2016-05-09 09:08:32,213,1
112,66020,2016-05-09 09:10:37,225,1
112,66020,2016-05-09 09:14:56,228,1
112,66020,2016-05-09 09:16:24,229,1
112,66020,2016-05-09 09:19:43,2047,2
113,65000,2016-05-09 09:19:47,2046,1
112,66021,2016-05-09 09:20:34,2046,1
112,66021,2016-05-09 09:27:49,1229,1
112,66021,2016-05-09 09:28:24,226,1
112,66021,2016-05-09 09:33:20,213,1
112,66021,2016-05-09 09:37:20,869,1
112,66021,2016-05-09 09:50:16,807,1
112,66021,2016-05-09 09:51:40,808,1
112,66021,2016-05-09 09:53:13,809,1
112,66021,2016-05-09 09:55:09,810,1
112,66021,2016-05-09 09:56:45,811,1
112,66021,2016-05-09 09:57:25,838,1
112,66021,2016-05-09 09:58:23,839,1
112,66021,2016-05-09 10:00:54,840,1
112,66021,2016-05-09 10:02:20,841,1
112,66021,2016-05-09 10:02:41,2047,2
113,65001,2016-05-09 10:02:47,2046,1
112,66002,2016-05-09 10:03:27,2046,1
34,72030,2016-05-09 10:06:53,2046,1
118,17011,2016-05-09 10:07:13,2046,1
40,66020,2016-05-09 10:40:05,2046,1
113,65000,2016-05-09 10:49:12,2046,1
40,66020,2016-05-09 10:49:17,840,1
40,66020,2016-05-09 10:50:14,839,1
40,66020,2016-05-09 10:50:54,838,1
40,66020,2016-05-09 10:54:50,811,1
40,66020,2016-05-09 10:55:57,810,1
40,66020,2016-05-09 10:56:56,809,1
40,66020,2016-05-09 10:59:21,808,1
40,66020,2016-05-09 11:00:36,807,1
40,66020,2016-05-09 11:02:14,212,1
34,77002,2016-05-09 11:07:34,2046,1
118,17000,2016-05-09 11:10:07,2046,1
118,17000,2016-05-09 11:10:12,2046,1
40,66020,2016-05-09 11:16:06,213,1
40,66020,2016-05-09 11:17:54,225,1
40,66020,2016-05-09 11:22:10,228,1
40,66020,2016-05-09 11:24:56,229,1
37,65002,2016-05-09 07:55:32,2046,1
267,66020,2016-05-09 07:55:56,810,1
267,66020,2016-05-09 07:56:54,809,1
267,66020,2016-05-09 08:00:08,808,1
267,66020,2016-05-09 08:01:30,807,1
267,66020,2016-05-09 08:03:25,212,1
116,70100,2016-05-09 08:12:46,2046,1
37,65000,2016-05-09 08:24:41,2046,1
40,75101,2016-05-09 08:25:04,2046,1
267,66020,2016-05-09 08:28:57,213,1
267,66020,2016-05-09 08:31:43,225,1
267,66020,2016-05-09 08:35:00,228,1
267,66020,2016-05-09 08:37:42,229,1
267,66020,2016-05-09 08:39:50,2047,2
267,66021,2016-05-09 08:40:14,2046,1
116,76000,2016-05-09 08:42:05,2046,1
267,66021,2016-05-09 08:49:09,1229,1
267,66021,2016-05-09 08:51:23,226,1
267,66021,2016-05-09 08:55:10,213,1
267,66021,2016-05-09 08:57:34,869,1
116,120000,2016-05-09 09:06:11,2046,1
40,2,2016-05-09 09:08:13,2046,1
267,66021,2016-05-09 09:10:47,807,1
267,66021,2016-05-09 09:11:24,808,1
267,66021,2016-05-09 09:12:35,809,1
267,66021,2016-05-09 09:13:58,810,1
267,66021,2016-05-09 09:16:49,811,1
267,66021,2016-05-09 09:18:16,838,1
267,66021,2016-05-09 09:19:04,839,1
37,65001,2016-05-09 09:20:03,2046,1
267,66021,2016-05-09 09:21:10,840,1
267,66021,2016-05-09 09:23:03,841,1
267,66021,2016-05-09 09:23:33,2047,2
267,66002,2016-05-09 09:24:15,2046,1
33,65000,2016-05-09 09:35:54,2046,1
37,65000,2016-05-09 09:50:13,2046,1
116,120001,2016-05-09 09:50:34,2046,1
116,73002,2016-05-09 10:21:15,2046,1
33,65001,2016-05-09 10:32:24,2046,1
37,65001,2016-05-09 10:44:20,2046,1
264,76000,2016-05-09 11:05:22,2046,1
33,66002,2016-05-09 11:05:45,2046,1
37,65002,2016-05-09 11:15:41,2046,1
264,76000,2016-05-09 11:30:00,2046,1
264,76000,2016-05-09 11:55:57,2046,1
264,70100,2016-05-09 12:17:00,2046,1
111,73200,2016-05-09 12:20:32,2046,1
264,70100,2016-05-09 12:45:26,2046,1
57,70100,2016-05-09 13:04:08,2046,1
264,78020,2016-05-09 13:15:13,2046,1
111,76000,2016-05-09 13:27:04,2046,1
264,78002,2016-05-09 13:32:13,2046,1
57,70100,2016-05-09 13:34:40,2046,1
111,76002,2016-05-09 13:52:47,2046,1
57,76000,2016-05-09 13:59:50,2046,1
57,84000,2016-05-09 14:38:17,2046,1
57,5002,2016-05-09 15:08:19,2046,1
267,73201,2016-05-09 15:25:01,2046,1
42,71161,2016-05-09 15:28:06,2046,1
35,120000,2016-05-09 15:35:26,2046,1
267,73200,2016-05-09 15:46:51,2046,1
42,71160,2016-05-09 16:03:23,2046,1
35,120001,2016-05-09 16:08:08,2046,1
37,66021,2016-05-09 16:24:39,2046,1
37,66021,2016-05-09 16:34:10,1229,1
37,66021,2016-05-09 16:35:06,226,1
113,17011,2016-05-09 16:36:13,2046,1
37,66021,2016-05-09 16:40:12,213,1
37,66021,2016-05-09 16:44:41,869,1
267,73000,2016-05-09 16:45:35,2046,1
35,120002,2016-05-09 16:45:43,2046,1
42,75101,2016-05-09 16:47:40,2046,1
37,66021,2016-05-09 16:58:21,807,1
37,66021,2016-05-09 16:59:57,808,1
37,66021,2016-05-09 17:01:25,809,1
37,66021,2016-05-09 17:02:44,810,1
37,66021,2016-05-09 17:03:55,811,1
37,66021,2016-05-09 17:05:18,838,1
37,66021,2016-05-09 17:07:00,839,1
37,66021,2016-05-09 17:09:38,840,1
37,66021,2016-05-09 17:10:52,841,1
36,66021,2016-05-09 08:37:27,2047,2
32,66020,2016-05-09 08:37:31,213,1
32,66020,2016-05-09 08:37:31,213,1
36,66002,2016-05-09 08:38:09,2046,1
36,66020,2016-05-09 08:39:59,2046,1
109,66021,2016-05-09 08:40:13,213,1
32,66020,2016-05-09 08:40:18,225,1
38,74110,2016-05-09 08:41:07,2046,1
109,66021,2016-05-09 08:43:19,869,1
32,66020,2016-05-09 08:43:24,228,1
32,66020,2016-05-09 08:45:49,229,1
111,66021,2016-05-09 08:45:56,807,1
32,66020,2016-05-09 08:48:01,2047,2
114,88200,2016-05-09 08:48:01,2046,1
38,74110,2016-05-09 08:48:03,2046,1
111,66021,2016-05-09 08:48:06,808,1
36,66020,2016-05-09 08:48:37,840,1
36,66020,2016-05-09 08:49:56,839,1
111,66021,2016-05-09 08:50:02,809,1
36,66020,2016-05-09 08:50:50,838,1
111,66021,2016-05-09 08:51:22,810,1
111,66021,2016-05-09 08:52:47,811,1
111,66021,2016-05-09 08:54:14,838,1
36,66020,2016-05-09 08:54:46,811,1
111,66021,2016-05-09 08:55:21,839,1
32,66021,2016-05-09 08:55:34,2046,1
36,66020,2016-05-09 08:55:47,810,1
109,66021,2016-05-09 08:56:29,807,1
36,66020,2016-05-09 08:56:50,809,1
109,66021,2016-05-09 08:57:46,808,1
111,66021,2016-05-09 08:57:56,840,1
32,66021,2016-05-09 08:58:05,1229,1
109,66021,2016-05-09 08:59:14,809,1
111,66021,2016-05-09 08:59:31,841,1
36,66020,2016-05-09 08:59:34,808,1
111,66021,2016-05-09 09:00:03,2047,2
32,66021,2016-05-09 09:00:07,226,1
36,66020,2016-05-09 09:00:42,807,1
109,66021,2016-05-09 09:00:44,810,1
111,66020,2016-05-09 09:01:17,2046,1
36,66020,2016-05-09 09:02:27,212,1
109,66021,2016-05-09 09:03:06,811,1
109,66021,2016-05-09 09:03:45,838,1
33,65001,2016-05-09 09:04:13,2046,1
109,66021,2016-05-09 09:04:33,839,1
32,66021,2016-05-09 09:04:35,213,1
111,66020,2016-05-09 09:05:12,840,1
111,66020,2016-05-09 09:06:02,839,1
109,66021,2016-05-09 09:06:25,840,1
111,66020,2016-05-09 09:06:43,838,1
109,66021,2016-05-09 09:08:07,841,1
32,66021,2016-05-09 09:08:24,869,1
111,66020,2016-05-09 09:09:05,811,1
109,66021,2016-05-09 09:09:13,2047,2
109,66002,2016-05-09 09:09:46,2046,1
111,66020,2016-05-09 09:10:42,810,1
111,66020,2016-05-09 09:11:12,809,1
109,66020,2016-05-09 09:11:22,2046,1
111,66020,2016-05-09 09:15:06,808,1
111,66020,2016-05-09 09:16:17,807,1
111,66020,2016-05-09 09:17:22,212,1
38,74111,2016-05-09 09:19:50,2046,1
36,66020,2016-05-09 09:19:55,213,1
